,0,1,2
25267,Winnipeg,Manitoba,
25268,Winnipeg,Manitoba,
25270,Winnipeg,Manitoba,
25271,Winnipeg,Manitoba,
25279,Abbotsford-Mission,British Columbia,
25280,Abbotsford-Mission,British Columbia,
25282,Abbotsford-Mission,British Columbia,
25283,Abbotsford-Mission,British Columbia,
25285,Barrie,Ontario,
25286,Barrie,Ontario,
25288,Barrie,Ontario,
25289,Barrie,Ontario,
25291,Brantford,Ontario,
25292,Brantford,Ontario,
25294,Brantford,Ontario,
25295,Brantford,Ontario,
25297,Calgary,Alberta,
25298,Calgary,Alberta,
25300,Calgary,Alberta,
25301,Calgary,Alberta,
25303,Edmonton,Alberta,
25304,Edmonton,Alberta,
25306,Edmonton,Alberta,
25307,Edmonton,Alberta,
25309,Greater Sudbury,Ontario,
25310,Greater Sudbury,Ontario,
25312,Greater Sudbury,Ontario,
25313,Greater Sudbury,Ontario,
25315,Guelph,Ontario,
25316,Guelph,Ontario,
25318,Guelph,Ontario,
25319,Guelph,Ontario,
25321,Halifax,Nova Scotia,
25322,Halifax,Nova Scotia,
25324,Halifax,Nova Scotia,
25325,Halifax,Nova Scotia,
25327,Hamilton,Ontario,
25328,Hamilton,Ontario,
25330,Hamilton,Ontario,
25331,Hamilton,Ontario,
25333,Kelowna,British Columbia,
25334,Kelowna,British Columbia,
25336,Kelowna,British Columbia,
25337,Kelowna,British Columbia,
25339,Kingston,Ontario,
25340,Kingston,Ontario,
25342,Kingston,Ontario,
25343,Kingston,Ontario,
25345,Kitchener-Cambridge-Waterloo,Ontario,
25346,Kitchener-Cambridge-Waterloo,Ontario,
25348,Kitchener-Cambridge-Waterloo,Ontario,
25349,Kitchener-Cambridge-Waterloo,Ontario,
25351,London,Ontario,
25352,London,Ontario,
25354,London,Ontario,
25355,London,Ontario,
25357,Moncton,New Brunswick,
25358,Moncton,New Brunswick,
25360,Moncton,New Brunswick,
25361,Moncton,New Brunswick,
25363,Montréal,Quebec,
25364,Montréal,Quebec,
25366,Montréal,Quebec,
25367,Montréal,Quebec,
25369,Oshawa,Ontario,
25370,Oshawa,Ontario,
25372,Oshawa,Ontario,
25373,Oshawa,Ontario,
25375,Ottawa-Gatineau,Ontario/Quebec,
25376,Ottawa-Gatineau,Ontario/Quebec,
25378,Ottawa-Gatineau,Ontario/Quebec,
25379,Ottawa-Gatineau,Ontario/Quebec,
25381,Ottawa-Gatineau,Ontario part,Ontario/Quebec
25382,Ottawa-Gatineau,Ontario part,Ontario/Quebec
25384,Ottawa-Gatineau,Ontario part,Ontario/Quebec
25385,Ottawa-Gatineau,Ontario part,Ontario/Quebec
25387,Ottawa-Gatineau,Quebec part,Ontario/Quebec
25388,Ottawa-Gatineau,Quebec part,Ontario/Quebec
25390,Ottawa-Gatineau,Quebec part,Ontario/Quebec
25391,Ottawa-Gatineau,Quebec part,Ontario/Quebec
25393,Peterborough,Ontario,
25394,Peterborough,Ontario,
25396,Peterborough,Ontario,
25397,Peterborough,Ontario,
25399,Québec,Quebec,
25400,Québec,Quebec,
25402,Québec,Quebec,
25403,Québec,Quebec,
25405,Regina,Saskatchewan,
25406,Regina,Saskatchewan,
25408,Regina,Saskatchewan,
25409,Regina,Saskatchewan,
25411,St. Catharines-Niagara,Ontario,
25412,St. Catharines-Niagara,Ontario,
25414,St. Catharines-Niagara,Ontario,
25415,St. Catharines-Niagara,Ontario,
25417,St. John's,Newfoundland and Labrador,
25418,St. John's,Newfoundland and Labrador,
25420,St. John's,Newfoundland and Labrador,
25421,St. John's,Newfoundland and Labrador,
25423,Saguenay,Quebec,
25424,Saguenay,Quebec,
25426,Saguenay,Quebec,
25427,Saguenay,Quebec,
25429,Saint John,New Brunswick,
25430,Saint John,New Brunswick,
25432,Saint John,New Brunswick,
25433,Saint John,New Brunswick,
25435,Saskatoon,Saskatchewan,
25436,Saskatoon,Saskatchewan,
25438,Saskatoon,Saskatchewan,
25439,Saskatoon,Saskatchewan,
25441,Sherbrooke,Quebec,
25442,Sherbrooke,Quebec,
25444,Sherbrooke,Quebec,
25445,Sherbrooke,Quebec,
25447,Thunder Bay,Ontario,
25448,Thunder Bay,Ontario,
25450,Thunder Bay,Ontario,
25451,Thunder Bay,Ontario,
25453,Toronto,Ontario,
25454,Toronto,Ontario,
25456,Toronto,Ontario,
25457,Toronto,Ontario,
25459,Trois-Rivières,Quebec,
25460,Trois-Rivières,Quebec,
25462,Trois-Rivières,Quebec,
25463,Trois-Rivières,Quebec,
25465,Vancouver,British Columbia,
25466,Vancouver,British Columbia,
25468,Vancouver,British Columbia,
25469,Vancouver,British Columbia,
25471,Victoria,British Columbia,
25472,Victoria,British Columbia,
25474,Victoria,British Columbia,
25475,Victoria,British Columbia,
25477,Windsor,Ontario,
25478,Windsor,Ontario,
25480,Windsor,Ontario,
25481,Windsor,Ontario,
25483,Winnipeg,Manitoba,
25484,Winnipeg,Manitoba,
25486,Winnipeg,Manitoba,
25487,Winnipeg,Manitoba,
25495,Abbotsford-Mission,British Columbia,
25496,Abbotsford-Mission,British Columbia,
25498,Abbotsford-Mission,British Columbia,
25499,Abbotsford-Mission,British Columbia,
25501,Barrie,Ontario,
25502,Barrie,Ontario,
25504,Barrie,Ontario,
25505,Barrie,Ontario,
25507,Brantford,Ontario,
25508,Brantford,Ontario,
25510,Brantford,Ontario,
25511,Brantford,Ontario,
25513,Calgary,Alberta,
25514,Calgary,Alberta,
25516,Calgary,Alberta,
25517,Calgary,Alberta,
25519,Edmonton,Alberta,
25520,Edmonton,Alberta,
25522,Edmonton,Alberta,
25523,Edmonton,Alberta,
25525,Greater Sudbury,Ontario,
25526,Greater Sudbury,Ontario,
25528,Greater Sudbury,Ontario,
25529,Greater Sudbury,Ontario,
25531,Guelph,Ontario,
25532,Guelph,Ontario,
25534,Guelph,Ontario,
25535,Guelph,Ontario,
25537,Halifax,Nova Scotia,
25538,Halifax,Nova Scotia,
25540,Halifax,Nova Scotia,
25541,Halifax,Nova Scotia,
25543,Hamilton,Ontario,
25544,Hamilton,Ontario,
25546,Hamilton,Ontario,
25547,Hamilton,Ontario,
25549,Kelowna,British Columbia,
25550,Kelowna,British Columbia,
25552,Kelowna,British Columbia,
25553,Kelowna,British Columbia,
25555,Kingston,Ontario,
25556,Kingston,Ontario,
25558,Kingston,Ontario,
25559,Kingston,Ontario,
25561,Kitchener-Cambridge-Waterloo,Ontario,
25562,Kitchener-Cambridge-Waterloo,Ontario,
25564,Kitchener-Cambridge-Waterloo,Ontario,
25565,Kitchener-Cambridge-Waterloo,Ontario,
25567,London,Ontario,
25568,London,Ontario,
25570,London,Ontario,
25571,London,Ontario,
25573,Moncton,New Brunswick,
25574,Moncton,New Brunswick,
25576,Moncton,New Brunswick,
25577,Moncton,New Brunswick,
25579,Montréal,Quebec,
25580,Montréal,Quebec,
25582,Montréal,Quebec,
25583,Montréal,Quebec,
25585,Oshawa,Ontario,
25586,Oshawa,Ontario,
25588,Oshawa,Ontario,
25589,Oshawa,Ontario,
25591,Ottawa-Gatineau,Ontario/Quebec,
25592,Ottawa-Gatineau,Ontario/Quebec,
25594,Ottawa-Gatineau,Ontario/Quebec,
25595,Ottawa-Gatineau,Ontario/Quebec,
25597,Ottawa-Gatineau,Ontario part,Ontario/Quebec
25598,Ottawa-Gatineau,Ontario part,Ontario/Quebec
25600,Ottawa-Gatineau,Ontario part,Ontario/Quebec
25601,Ottawa-Gatineau,Ontario part,Ontario/Quebec
25603,Ottawa-Gatineau,Quebec part,Ontario/Quebec
25604,Ottawa-Gatineau,Quebec part,Ontario/Quebec
25606,Ottawa-Gatineau,Quebec part,Ontario/Quebec
25607,Ottawa-Gatineau,Quebec part,Ontario/Quebec
25609,Peterborough,Ontario,
25610,Peterborough,Ontario,
25612,Peterborough,Ontario,
25613,Peterborough,Ontario,
25615,Québec,Quebec,
25616,Québec,Quebec,
25618,Québec,Quebec,
25619,Québec,Quebec,
25621,Regina,Saskatchewan,
25622,Regina,Saskatchewan,
25624,Regina,Saskatchewan,
25625,Regina,Saskatchewan,
25627,St. Catharines-Niagara,Ontario,
25628,St. Catharines-Niagara,Ontario,
25630,St. Catharines-Niagara,Ontario,
25631,St. Catharines-Niagara,Ontario,
25633,St. John's,Newfoundland and Labrador,
25634,St. John's,Newfoundland and Labrador,
25636,St. John's,Newfoundland and Labrador,
25637,St. John's,Newfoundland and Labrador,
25639,Saguenay,Quebec,
25640,Saguenay,Quebec,
25642,Saguenay,Quebec,
25643,Saguenay,Quebec,
25645,Saint John,New Brunswick,
25646,Saint John,New Brunswick,
25648,Saint John,New Brunswick,
25649,Saint John,New Brunswick,
25651,Saskatoon,Saskatchewan,
25652,Saskatoon,Saskatchewan,
25654,Saskatoon,Saskatchewan,
25655,Saskatoon,Saskatchewan,
25657,Sherbrooke,Quebec,
25658,Sherbrooke,Quebec,
25660,Sherbrooke,Quebec,
25661,Sherbrooke,Quebec,
25663,Thunder Bay,Ontario,
25664,Thunder Bay,Ontario,
25666,Thunder Bay,Ontario,
25667,Thunder Bay,Ontario,
25669,Toronto,Ontario,
25670,Toronto,Ontario,
25672,Toronto,Ontario,
25673,Toronto,Ontario,
25675,Trois-Rivières,Quebec,
25676,Trois-Rivières,Quebec,
25678,Trois-Rivières,Quebec,
25679,Trois-Rivières,Quebec,
25681,Vancouver,British Columbia,
25682,Vancouver,British Columbia,
25684,Vancouver,British Columbia,
25685,Vancouver,British Columbia,
25687,Victoria,British Columbia,
25688,Victoria,British Columbia,
25690,Victoria,British Columbia,
25691,Victoria,British Columbia,
25693,Windsor,Ontario,
25694,Windsor,Ontario,
25696,Windsor,Ontario,
25697,Windsor,Ontario,
25699,Winnipeg,Manitoba,
25700,Winnipeg,Manitoba,
25702,Winnipeg,Manitoba,
25703,Winnipeg,Manitoba,
25711,Abbotsford-Mission,British Columbia,
25712,Abbotsford-Mission,British Columbia,
25714,Abbotsford-Mission,British Columbia,
25715,Abbotsford-Mission,British Columbia,
25717,Barrie,Ontario,
25718,Barrie,Ontario,
25720,Barrie,Ontario,
25721,Barrie,Ontario,
25723,Brantford,Ontario,
25724,Brantford,Ontario,
25726,Brantford,Ontario,
25727,Brantford,Ontario,
25729,Calgary,Alberta,
25730,Calgary,Alberta,
25732,Calgary,Alberta,
25733,Calgary,Alberta,
25735,Edmonton,Alberta,
25736,Edmonton,Alberta,
25738,Edmonton,Alberta,
25739,Edmonton,Alberta,
25741,Greater Sudbury,Ontario,
25742,Greater Sudbury,Ontario,
25744,Greater Sudbury,Ontario,
25745,Greater Sudbury,Ontario,
25747,Guelph,Ontario,
25748,Guelph,Ontario,
25750,Guelph,Ontario,
25751,Guelph,Ontario,
25753,Halifax,Nova Scotia,
25754,Halifax,Nova Scotia,
25756,Halifax,Nova Scotia,
25757,Halifax,Nova Scotia,
25759,Hamilton,Ontario,
25760,Hamilton,Ontario,
25762,Hamilton,Ontario,
25763,Hamilton,Ontario,
25765,Kelowna,British Columbia,
25766,Kelowna,British Columbia,
25768,Kelowna,British Columbia,
25769,Kelowna,British Columbia,
25771,Kingston,Ontario,
25772,Kingston,Ontario,
25774,Kingston,Ontario,
25775,Kingston,Ontario,
25777,Kitchener-Cambridge-Waterloo,Ontario,
25778,Kitchener-Cambridge-Waterloo,Ontario,
25780,Kitchener-Cambridge-Waterloo,Ontario,
25781,Kitchener-Cambridge-Waterloo,Ontario,
25783,London,Ontario,
25784,London,Ontario,
25786,London,Ontario,
25787,London,Ontario,
25789,Moncton,New Brunswick,
25790,Moncton,New Brunswick,
25792,Moncton,New Brunswick,
25793,Moncton,New Brunswick,
25795,Montréal,Quebec,
25796,Montréal,Quebec,
25798,Montréal,Quebec,
25799,Montréal,Quebec,
25801,Oshawa,Ontario,
25802,Oshawa,Ontario,
25804,Oshawa,Ontario,
25805,Oshawa,Ontario,
25807,Ottawa-Gatineau,Ontario/Quebec,
25808,Ottawa-Gatineau,Ontario/Quebec,
25810,Ottawa-Gatineau,Ontario/Quebec,
25811,Ottawa-Gatineau,Ontario/Quebec,
25813,Ottawa-Gatineau,Ontario part,Ontario/Quebec
25814,Ottawa-Gatineau,Ontario part,Ontario/Quebec
25816,Ottawa-Gatineau,Ontario part,Ontario/Quebec
25817,Ottawa-Gatineau,Ontario part,Ontario/Quebec
25819,Ottawa-Gatineau,Quebec part,Ontario/Quebec
25820,Ottawa-Gatineau,Quebec part,Ontario/Quebec
25822,Ottawa-Gatineau,Quebec part,Ontario/Quebec
25823,Ottawa-Gatineau,Quebec part,Ontario/Quebec
25825,Peterborough,Ontario,
25826,Peterborough,Ontario,
25828,Peterborough,Ontario,
25829,Peterborough,Ontario,
25831,Québec,Quebec,
25832,Québec,Quebec,
25834,Québec,Quebec,
25835,Québec,Quebec,
25837,Regina,Saskatchewan,
25838,Regina,Saskatchewan,
25840,Regina,Saskatchewan,
25841,Regina,Saskatchewan,
25843,St. Catharines-Niagara,Ontario,
25844,St. Catharines-Niagara,Ontario,
25846,St. Catharines-Niagara,Ontario,
25847,St. Catharines-Niagara,Ontario,
25849,St. John's,Newfoundland and Labrador,
25850,St. John's,Newfoundland and Labrador,
25852,St. John's,Newfoundland and Labrador,
25853,St. John's,Newfoundland and Labrador,
25855,Saguenay,Quebec,
25856,Saguenay,Quebec,
25858,Saguenay,Quebec,
25859,Saguenay,Quebec,
25861,Saint John,New Brunswick,
25862,Saint John,New Brunswick,
25864,Saint John,New Brunswick,
25865,Saint John,New Brunswick,
25867,Saskatoon,Saskatchewan,
25868,Saskatoon,Saskatchewan,
25870,Saskatoon,Saskatchewan,
25871,Saskatoon,Saskatchewan,
25873,Sherbrooke,Quebec,
25874,Sherbrooke,Quebec,
25876,Sherbrooke,Quebec,
25877,Sherbrooke,Quebec,
25879,Thunder Bay,Ontario,
25880,Thunder Bay,Ontario,
25882,Thunder Bay,Ontario,
25883,Thunder Bay,Ontario,
25885,Toronto,Ontario,
25886,Toronto,Ontario,
25888,Toronto,Ontario,
25889,Toronto,Ontario,
25891,Trois-Rivières,Quebec,
25892,Trois-Rivières,Quebec,
25894,Trois-Rivières,Quebec,
25895,Trois-Rivières,Quebec,
25897,Vancouver,British Columbia,
25898,Vancouver,British Columbia,
25900,Vancouver,British Columbia,
25901,Vancouver,British Columbia,
25903,Victoria,British Columbia,
25904,Victoria,British Columbia,
25906,Victoria,British Columbia,
25907,Victoria,British Columbia,
25909,Windsor,Ontario,
25910,Windsor,Ontario,
25912,Windsor,Ontario,
25913,Windsor,Ontario,
25915,Winnipeg,Manitoba,
25916,Winnipeg,Manitoba,
25918,Winnipeg,Manitoba,
25919,Winnipeg,Manitoba,
25927,Abbotsford-Mission,British Columbia,
25928,Abbotsford-Mission,British Columbia,
25930,Abbotsford-Mission,British Columbia,
25931,Abbotsford-Mission,British Columbia,
25933,Barrie,Ontario,
25934,Barrie,Ontario,
25936,Barrie,Ontario,
25937,Barrie,Ontario,
25939,Brantford,Ontario,
25940,Brantford,Ontario,
25942,Brantford,Ontario,
25943,Brantford,Ontario,
25945,Calgary,Alberta,
25946,Calgary,Alberta,
25948,Calgary,Alberta,
25949,Calgary,Alberta,
25951,Edmonton,Alberta,
25952,Edmonton,Alberta,
25954,Edmonton,Alberta,
25955,Edmonton,Alberta,
25957,Greater Sudbury,Ontario,
25958,Greater Sudbury,Ontario,
25960,Greater Sudbury,Ontario,
25961,Greater Sudbury,Ontario,
25963,Guelph,Ontario,
25964,Guelph,Ontario,
25966,Guelph,Ontario,
25967,Guelph,Ontario,
25969,Halifax,Nova Scotia,
25970,Halifax,Nova Scotia,
25972,Halifax,Nova Scotia,
25973,Halifax,Nova Scotia,
25975,Hamilton,Ontario,
25976,Hamilton,Ontario,
25978,Hamilton,Ontario,
25979,Hamilton,Ontario,
25981,Kelowna,British Columbia,
25982,Kelowna,British Columbia,
25984,Kelowna,British Columbia,
25985,Kelowna,British Columbia,
25987,Kingston,Ontario,
25988,Kingston,Ontario,
25990,Kingston,Ontario,
25991,Kingston,Ontario,
25993,Kitchener-Cambridge-Waterloo,Ontario,
25994,Kitchener-Cambridge-Waterloo,Ontario,
25996,Kitchener-Cambridge-Waterloo,Ontario,
25997,Kitchener-Cambridge-Waterloo,Ontario,
25999,London,Ontario,
26000,London,Ontario,
26002,London,Ontario,
26003,London,Ontario,
26005,Moncton,New Brunswick,
26006,Moncton,New Brunswick,
26008,Moncton,New Brunswick,
26009,Moncton,New Brunswick,
26011,Montréal,Quebec,
26012,Montréal,Quebec,
26014,Montréal,Quebec,
26015,Montréal,Quebec,
26017,Oshawa,Ontario,
26018,Oshawa,Ontario,
26020,Oshawa,Ontario,
26021,Oshawa,Ontario,
26023,Ottawa-Gatineau,Ontario/Quebec,
26024,Ottawa-Gatineau,Ontario/Quebec,
26026,Ottawa-Gatineau,Ontario/Quebec,
26027,Ottawa-Gatineau,Ontario/Quebec,
26029,Ottawa-Gatineau,Ontario part,Ontario/Quebec
26030,Ottawa-Gatineau,Ontario part,Ontario/Quebec
26032,Ottawa-Gatineau,Ontario part,Ontario/Quebec
26033,Ottawa-Gatineau,Ontario part,Ontario/Quebec
26035,Ottawa-Gatineau,Quebec part,Ontario/Quebec
26036,Ottawa-Gatineau,Quebec part,Ontario/Quebec
26038,Ottawa-Gatineau,Quebec part,Ontario/Quebec
26039,Ottawa-Gatineau,Quebec part,Ontario/Quebec
26041,Peterborough,Ontario,
26042,Peterborough,Ontario,
26044,Peterborough,Ontario,
26045,Peterborough,Ontario,
26047,Québec,Quebec,
26048,Québec,Quebec,
26050,Québec,Quebec,
26051,Québec,Quebec,
26053,Regina,Saskatchewan,
26054,Regina,Saskatchewan,
26056,Regina,Saskatchewan,
26057,Regina,Saskatchewan,
26059,St. Catharines-Niagara,Ontario,
26060,St. Catharines-Niagara,Ontario,
26062,St. Catharines-Niagara,Ontario,
26063,St. Catharines-Niagara,Ontario,
26065,St. John's,Newfoundland and Labrador,
26066,St. John's,Newfoundland and Labrador,
26068,St. John's,Newfoundland and Labrador,
26069,St. John's,Newfoundland and Labrador,
26071,Saguenay,Quebec,
26072,Saguenay,Quebec,
26074,Saguenay,Quebec,
26075,Saguenay,Quebec,
26077,Saint John,New Brunswick,
26078,Saint John,New Brunswick,
26080,Saint John,New Brunswick,
26081,Saint John,New Brunswick,
26083,Saskatoon,Saskatchewan,
26084,Saskatoon,Saskatchewan,
26086,Saskatoon,Saskatchewan,
26087,Saskatoon,Saskatchewan,
26089,Sherbrooke,Quebec,
26090,Sherbrooke,Quebec,
26092,Sherbrooke,Quebec,
26093,Sherbrooke,Quebec,
26095,Thunder Bay,Ontario,
26096,Thunder Bay,Ontario,
26098,Thunder Bay,Ontario,
26099,Thunder Bay,Ontario,
26101,Toronto,Ontario,
26102,Toronto,Ontario,
26104,Toronto,Ontario,
26105,Toronto,Ontario,
26107,Trois-Rivières,Quebec,
26108,Trois-Rivières,Quebec,
26110,Trois-Rivières,Quebec,
26111,Trois-Rivières,Quebec,
26113,Vancouver,British Columbia,
26114,Vancouver,British Columbia,
26116,Vancouver,British Columbia,
26117,Vancouver,British Columbia,
26119,Victoria,British Columbia,
26120,Victoria,British Columbia,
26122,Victoria,British Columbia,
26123,Victoria,British Columbia,
26125,Windsor,Ontario,
26126,Windsor,Ontario,
26128,Windsor,Ontario,
26129,Windsor,Ontario,
26131,Winnipeg,Manitoba,
26132,Winnipeg,Manitoba,
26134,Winnipeg,Manitoba,
26135,Winnipeg,Manitoba,
26143,Abbotsford-Mission,British Columbia,
26144,Abbotsford-Mission,British Columbia,
26146,Abbotsford-Mission,British Columbia,
26147,Abbotsford-Mission,British Columbia,
26149,Barrie,Ontario,
26150,Barrie,Ontario,
26152,Barrie,Ontario,
26153,Barrie,Ontario,
26155,Brantford,Ontario,
26156,Brantford,Ontario,
26158,Brantford,Ontario,
26159,Brantford,Ontario,
26161,Calgary,Alberta,
26162,Calgary,Alberta,
26164,Calgary,Alberta,
26165,Calgary,Alberta,
26167,Edmonton,Alberta,
26168,Edmonton,Alberta,
26170,Edmonton,Alberta,
26171,Edmonton,Alberta,
26173,Greater Sudbury,Ontario,
26174,Greater Sudbury,Ontario,
26176,Greater Sudbury,Ontario,
26177,Greater Sudbury,Ontario,
26179,Guelph,Ontario,
26180,Guelph,Ontario,
26182,Guelph,Ontario,
26183,Guelph,Ontario,
26185,Halifax,Nova Scotia,
26186,Halifax,Nova Scotia,
26188,Halifax,Nova Scotia,
26189,Halifax,Nova Scotia,
26191,Hamilton,Ontario,
26192,Hamilton,Ontario,
26194,Hamilton,Ontario,
26195,Hamilton,Ontario,
26197,Kelowna,British Columbia,
26198,Kelowna,British Columbia,
26200,Kelowna,British Columbia,
26201,Kelowna,British Columbia,
26203,Kingston,Ontario,
26204,Kingston,Ontario,
26206,Kingston,Ontario,
26207,Kingston,Ontario,
26209,Kitchener-Cambridge-Waterloo,Ontario,
26210,Kitchener-Cambridge-Waterloo,Ontario,
26212,Kitchener-Cambridge-Waterloo,Ontario,
26213,Kitchener-Cambridge-Waterloo,Ontario,
26215,London,Ontario,
26216,London,Ontario,
26218,London,Ontario,
26219,London,Ontario,
26221,Moncton,New Brunswick,
26222,Moncton,New Brunswick,
26224,Moncton,New Brunswick,
26225,Moncton,New Brunswick,
26227,Montréal,Quebec,
26228,Montréal,Quebec,
26230,Montréal,Quebec,
26231,Montréal,Quebec,
26233,Oshawa,Ontario,
26234,Oshawa,Ontario,
26236,Oshawa,Ontario,
26237,Oshawa,Ontario,
26239,Ottawa-Gatineau,Ontario/Quebec,
26240,Ottawa-Gatineau,Ontario/Quebec,
26242,Ottawa-Gatineau,Ontario/Quebec,
26243,Ottawa-Gatineau,Ontario/Quebec,
26245,Ottawa-Gatineau,Ontario part,Ontario/Quebec
26246,Ottawa-Gatineau,Ontario part,Ontario/Quebec
26248,Ottawa-Gatineau,Ontario part,Ontario/Quebec
26249,Ottawa-Gatineau,Ontario part,Ontario/Quebec
26251,Ottawa-Gatineau,Quebec part,Ontario/Quebec
26252,Ottawa-Gatineau,Quebec part,Ontario/Quebec
26254,Ottawa-Gatineau,Quebec part,Ontario/Quebec
26255,Ottawa-Gatineau,Quebec part,Ontario/Quebec
26257,Peterborough,Ontario,
26258,Peterborough,Ontario,
26260,Peterborough,Ontario,
26261,Peterborough,Ontario,
26263,Québec,Quebec,
26264,Québec,Quebec,
26266,Québec,Quebec,
26267,Québec,Quebec,
26269,Regina,Saskatchewan,
26270,Regina,Saskatchewan,
26272,Regina,Saskatchewan,
26273,Regina,Saskatchewan,
26275,St. Catharines-Niagara,Ontario,
26276,St. Catharines-Niagara,Ontario,
26278,St. Catharines-Niagara,Ontario,
26279,St. Catharines-Niagara,Ontario,
26281,St. John's,Newfoundland and Labrador,
26282,St. John's,Newfoundland and Labrador,
26284,St. John's,Newfoundland and Labrador,
26285,St. John's,Newfoundland and Labrador,
26287,Saguenay,Quebec,
26288,Saguenay,Quebec,
26290,Saguenay,Quebec,
26291,Saguenay,Quebec,
26293,Saint John,New Brunswick,
26294,Saint John,New Brunswick,
26296,Saint John,New Brunswick,
26297,Saint John,New Brunswick,
26299,Saskatoon,Saskatchewan,
26300,Saskatoon,Saskatchewan,
26302,Saskatoon,Saskatchewan,
26303,Saskatoon,Saskatchewan,
26305,Sherbrooke,Quebec,
26306,Sherbrooke,Quebec,
26308,Sherbrooke,Quebec,
26309,Sherbrooke,Quebec,
26311,Thunder Bay,Ontario,
26312,Thunder Bay,Ontario,
26314,Thunder Bay,Ontario,
26315,Thunder Bay,Ontario,
26317,Toronto,Ontario,
26318,Toronto,Ontario,
26320,Toronto,Ontario,
26321,Toronto,Ontario,
26323,Trois-Rivières,Quebec,
26324,Trois-Rivières,Quebec,
26326,Trois-Rivières,Quebec,
26327,Trois-Rivières,Quebec,
26329,Vancouver,British Columbia,
26330,Vancouver,British Columbia,
26332,Vancouver,British Columbia,
26333,Vancouver,British Columbia,
26335,Victoria,British Columbia,
26336,Victoria,British Columbia,
26338,Victoria,British Columbia,
26339,Victoria,British Columbia,
26341,Windsor,Ontario,
26342,Windsor,Ontario,
26344,Windsor,Ontario,
26345,Windsor,Ontario,
26347,Winnipeg,Manitoba,
26348,Winnipeg,Manitoba,
26350,Winnipeg,Manitoba,
26351,Winnipeg,Manitoba,
26359,Abbotsford-Mission,British Columbia,
26360,Abbotsford-Mission,British Columbia,
26362,Abbotsford-Mission,British Columbia,
